common_value;members_count;min_step;max_step;avg_step;members
11642967985;7;83;88;85.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
10349304875;7;81;86;83.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
8732225989;7;84;89;86.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
7958584853;7;53;58;55.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
6899536583;7;80;85;82.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
6692535845;7;48;52;50.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
5305723235;7;52;57;54.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
4700381825;7;42;46;44.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
4599691055;7;79;84;81.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
4461690563;7;47;51;49.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
4178117177;7;40;44;42.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
3537148823;7;51;56;53.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
3525286369;7;43;47;45.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
3301228385;7;36;40;38.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
3176340257;7;53;57;55.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
3133587883;7;41;45;43.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
3066460703;7;78;83;80.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
2974460375;7;46;50;48.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
2823413561;7;51;55;53.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
2785411451;7;39;43;41.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
2680037093;7;56;60;58.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
2643964777;7;44;48;46.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
2475921289;7;37;41;39.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
2422882529;7;74;79;76.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
2382255193;7;54;58;56.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
2358099215;7;50;55;52.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
2200818923;7;35;39;37.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
2117560171;7;52;56;54.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
2044307135;7;77;82;79.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
1982973583;7;45;49;47.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
1882275707;7;50;54;52.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
1856940967;7;38;42;40.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
1817161897;7;75;80;77.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
1786691395;7;55;59;57.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
1637292373;7;85;90;87.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
1615255019;7;73;78;75.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
1572066143;7;49;54;51.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
1467212615;7;34;38;36.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
1362871423;7;76;81;78.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
1254850471;7;49;53;51.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
1076836679;7;72;77;74.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
1048044095;7;48;53;50.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
978141743;7;33;37;35.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
944304749;7;58;63;60.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
896351777;7;63;68;65.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
756296813;7;66;71;68.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
753760433;7;58;62;60.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
717891119;7;71;76;73.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
698696063;7;47;52;49.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
672263833;7;64;69;66.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
652094495;7;32;36;34.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
629536499;7;57;62;59.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
597567851;7;62;67;64.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
565320325;7;59;63;61.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
504197875;7;65;70;67.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
502506955;7;57;61;59.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
478594079;7;70;75;72.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
465797375;7;46;51;48.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
434729663;7;31;35;33.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
419690999;7;56;61;58.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
398378567;7;61;66;63.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
373058665;7;54;59;56.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
361866113;7;22;26;24.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
354114281;7;59;64;61.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
319062719;7;69;74;71.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
310531583;7;45;50;47.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
307635029;7;139;144;141.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
289819775;7;30;34;32.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
283611305;7;67;72;69.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
279793999;7;55;60;57.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
276028073;7;43;48;45.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
271399585;7;23;27;25.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
265585711;7;60;65;62.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
257617577;7;28;32;30.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
241244075;7;21;25;23.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
228993401;7;26;30;28.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
214439177;7;19;23;21.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
212708479;7;68;73;70.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
207021055;7;44;49;46.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
205090019;7;138;143;140.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
203549689;7;24;28;26.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
193213183;7;29;33;31.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
190612601;7;17;21;19.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
184018715;7;42;47;44.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
171745051;7;27;31;29.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
162046433;7;134;139;136.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
160829383;7;20;24;22.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
159198533;7;16;21;18.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
152662267;7;25;29;27.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
145397501;7;38;43;40.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
145212821;7;83;87;85.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
144041273;7;132;137;134.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
142959451;7;18;22;20.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
136726679;7;137;142;139.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
134153165;7;64;68;66.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
127075067;7;16;20;18.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
122679143;7;41;46;43.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
121534825;7;135;140;137.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
120874193;7;74;78;76.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
119247257;7;62;66;64.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
108030955;7;133;138;135.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
106132355;7;15;20;17.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
105997561;7;60;64;62.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
96931667;7;37;42;39.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
96808547;7;82;86;84.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
96027515;7;131;136;133.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
91151119;7;136;141;138.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
90655645;7;75;79;77.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
89435443;7;63;67;65.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
86161481;7;35;40;37.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
86052041;7;80;84;82.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
84716711;7;15;19;17.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
81786095;7;40;45;42.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
80582795;7;73;77;75.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
79498171;7;61;65;63.142857142857146;687871,917161,1031807,1222881,1375743,1547711,1834323
70754903;7;14;19;16.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
64621111;7;36;41;38.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
64539031;7;81;85;83.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
64018343;7;130;135;132.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
57440987;7;34;39;36.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
57368027;7;79;83;81.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
56905193;7;128;133;130.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
56477807;7;14;18;16.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
54524063;7;39;44;41.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
53721863;7;72;76;74.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
50993801;7;77;81;79.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
50582393;7;126;131;128.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
50307437;7;65;69;67.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
49255613;7;6;16;10.428571428571429;2882815,3037039,3843753,4049385,4324223,4555559,4799271
47169935;7;13;18;15.428571428571429;1723519,2298025,2585279,3064033,3447039,3877919,4085377
42678895;7;129;134;131.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
40342637;7;28;33;30.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
38293991;7;33;38;35.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
38245351;7;78;82;80.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
37936795;7;127;132;129.42857142857142;1723519,2298025,2585279,3064033,3447039,3877919,4085377
37778561;7;21;26;23.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
37651871;7;13;17;15.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
35860121;7;26;31;28.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
35814575;7;71;75;73.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
33995867;7;76;80;78.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
33721595;7;125;130;127.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
33468329;7;11;15;13.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
32837075;7;5;15;9.428571428571429;2882815,3037039,3843753,4049385,4324223,4555559,4799271
31835177;7;69;73;71.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
31446623;7;12;17;14.428571428571429;1723519,2298025,2585279,3064033,3447039,3877919,4085377
29849725;7;17;22;19.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
29749625;7;9;13;11.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
28333921;7;22;27;24.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
27952553;7;10;15;12.428571428571429;1723519,2298025,2585279,3064033,3447039,3877919,4085377
26895091;7;27;32;29.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
25529327;7;32;37;34.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
25185707;7;20;25;22.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
25101247;7;12;16;14.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
24846713;7;8;13;10.428571428571429;1723519,2298025,2585279,3064033,3447039,3877919,4085377
23906747;7;25;30;27.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
23876383;7;70;74;72.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
23050433;7;95;100;97.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
22481063;7;124;129;126.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
22312219;7;10;14;12.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
21891383;7;4;14;8.428571428571429;2882815,3037039,3843753,4049385,4324223,4555559,4799271
21250441;7;23;28;25.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
21223451;7;68;72;70.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
20964415;7;11;16;13.428571428571429;1723519,2298025,2585279,3064033,3447039,3877919,4085377
20489273;7;93;98;95.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
19833083;7;8;12;10.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
18865289;7;66;70;68.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
18635035;7;9;14;11.428571428571429;1723519,2298025,2585279,3064033,3447039,3877919,4085377
17523701;7;108;113;110.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
17287825;7;96;101;98.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
17019551;7;31;36;33.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
16790471;7;19;24;21.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
16564475;7;7;12;9.428571428571429;1723519,2298025,2585279,3064033,3447039,3877919,4085377
15937831;7;24;29;26.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
15366955;7;94;99;96.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
15128489;7;29;34;31.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
14987375;7;123;128;125.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
14594255;7;3;13;7.428571428571429;2882815,3037039,3843753,4049385,4324223,4555559,4799271
14579453;7;5;12;8.571428571428571;2022639,2559903,3033959,3595803,3839855,4045279,4550939
14148967;7;67;71;69.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
13659515;7;92;97;94.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
13222055;7;7;11;9.142857142857142;687871,917161,1031807,1222881,1375743,1547711,1834323
12965869;7;97;102;99.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
11682467;7;107;112;109.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
11346367;7;30;35;32.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
11193647;7;18;23;20.428571428571427;1723519,2298025,2585279,3064033,3447039,3877919,4085377
11042983;7;6;11;8.428571428571429;1723519,2298025,2585279,3064033,3447039,3877919,4085377
10210277;7;85;89;87.14285714285714;687871,917161,1031807,1222881,1375743,1547711,1834323
9991583;7;122;127;124.42857142857143;1723519,2298025,2585279,3064033,3447039,3877919,4085377
9921149;7;14;23;19.0;1357855,1450015,1810473,1933353,2036783,2175023,2715711
9729503;7;2;12;6.428571428571429;2882815,3037039,3843753,4049385,4324223,4555559,4799271
